Time,BA1_CFM,BA2_CFM,TO1_CFM,LAU_CFM,RHD_CFM,CDR_CFM,QCFM_Exhaust,QCFM_Supply,QCFM_MVbalance,QCFM_MVunbalance,QCFM_Infiltration,QCFM_Total,ACH
2017-09-16 19:19:00,0,0,0,136,0,0,136,0,0,136,8.697386558,136.5227775,0.415847632
2017-09-16 19:20:00,0,0,0,136,0,0,136,0,0,136,8.697386558,136.5227775,0.415847632
2017-09-16 19:21:00,0,0,0,136,0,0,136,0,0,136,8.697386558,136.5227775,0.415847632
2017-09-16 19:22:00,0,0,0,136,0,0,136,0,0,136,8.697386558,136.5227775,0.415847632
2017-09-16 19:23:00,0,0,0,136,0,0,136,0,0,136,8.697386558,136.5227775,0.415847632
2017-09-16 19:24:00,0,0,0,136,0,0,136,0,0,136,8.697386558,136.5227775,0.415847632
2017-09-16 19:25:00,0,0,0,136,0,0,136,0,0,136,8.697386558,136.5227775,0.415847632
2017-09-16 19:26:00,0,0,0,136,0,0,136,0,0,136,8.697386558,136.5227775,0.415847632
2017-09-16 19:27:00,0,0,0,136,0,0,136,0,0,136,8.697386558,136.5227775,0.415847632
2017-09-16 19:28:00,0,0,0,136,0,0,136,0,0,136,8.697386558,136.5227775,0.415847632
2017-09-16 19:29:00,0,0,0,136,0,0,136,0,0,136,8.697386558,136.5227775,0.415847632
2017-09-16 19:30:00,0,0,0,136,0,0,136,0,0,136,8.30723867,136.4782173,0.415711902
2017-09-16 19:31:00,0,0,0,136,0,0,136,0,0,136,8.30723867,136.4782173,0.415711902
2017-09-16 19:32:00,0,0,0,136,0,0,136,0,0,136,8.30723867,136.4782173,0.415711902
2017-09-16 19:33:00,0,0,0,136,0,0,136,0,0,136,8.30723867,136.4782173,0.415711902
2017-09-16 19:34:00,0,0,0,136,0,0,136,0,0,136,8.30723867,136.4782173,0.415711902
2017-09-16 19:35:00,0,0,0,136,0,0,136,0,0,136,8.30723867,136.4782173,0.415711902
2017-09-16 19:36:00,0,0,0,136,0,0,136,0,0,136,8.697386558,136.5227775,0.415847632
2017-09-16 19:37:00,0,0,0,136,0,0,136,0,0,136,8.697386558,136.5227775,0.415847632
2017-09-16 19:38:00,0,0,0,136,0,0,136,0,0,136,9.079329266,136.568201,0.415985991
2017-09-16 19:39:00,0,0,0,136,0,0,136,0,0,136,9.079329266,136.568201,0.415985991
2017-09-16 19:40:00,0,0,0,136,0,0,136,0,0,136,9.079329266,136.568201,0.415985991
2017-09-16 19:41:00,0,0,0,136,0,0,136,0,0,136,9.079329266,136.568201,0.415985991
2017-09-16 19:42:00,0,0,0,136,0,0,136,0,0,136,9.079329266,136.568201,0.415985991
2017-09-16 19:43:00,0,0,0,136,0,0,136,0,0,136,9.079329266,136.568201,0.415985991
2017-09-16 19:44:00,0,0,0,136,0,0,136,0,0,136,9.079329266,136.568201,0.415985991
2017-09-16 19:45:00,0,0,0,136,0,0,136,0,0,136,9.079329266,136.568201,0.415985991
2017-09-16 19:46:00,0,0,0,136,0,0,136,0,0,136,8.697386558,136.5227775,0.415847632
2017-09-16 19:47:00,0,0,0,136,0,0,136,0,0,136,8.697386558,136.5227775,0.415847632
2017-09-16 19:48:00,0,0,0,136,0,0,136,0,0,136,8.697386558,136.5227775,0.415847632
2017-09-16 19:49:00,0,0,0,136,0,0,136,0,0,136,8.697386558,136.5227775,0.415847632
2017-09-16 19:50:00,0,0,0,136,0,0,136,0,0,136,8.30723867,136.4782173,0.415711902
2017-09-16 19:51:00,0,0,0,136,0,0,136,0,0,136,8.30723867,136.4782173,0.415711902
2017-09-16 19:52:00,0,0,0,136,0,0,136,0,0,136,8.30723867,136.4782173,0.415711902
2017-09-16 19:53:00,0,0,0,136,0,0,136,0,0,136,13.41064066,137.203698,0.417921712
2017-09-16 19:54:00,0,0,0,136,0,0,136,0,0,136,13.41064066,137.203698,0.417921712
2017-09-16 19:55:00,0,0,0,136,0,0,136,0,0,136,13.41064066,137.203698,0.417921712
2017-09-16 19:56:00,0,0,0,136,0,0,136,0,0,136,13.41064066,137.203698,0.417921712
2017-09-16 19:57:00,0,0,0,136,0,0,136,0,0,136,13.10153835,137.151231,0.417761898
2017-09-16 19:58:00,0,0,0,136,0,0,136,0,0,136,13.10153835,137.151231,0.417761898
2017-09-16 19:59:00,0,0,0,136,0,0,136,0,0,136,13.10153835,137.151231,0.417761898
2017-09-16 20:00:00,0,0,0,136,0,0,136,0,0,136,13.10153835,137.151231,0.417761898
2017-09-16 20:01:00,0,0,0,136,0,0,136,0,0,136,13.10153835,137.151231,0.417761898
2017-09-16 20:02:00,0,0,0,136,0,0,136,0,0,136,13.10153835,137.151231,0.417761898
2017-09-16 20:03:00,0,0,0,136,0,0,136,0,0,136,13.10153835,137.151231,0.417761898
2017-09-16 20:04:00,0,0,0,136,0,0,136,0,0,136,13.10153835,137.151231,0.417761898
2017-09-16 20:05:00,0,0,0,136,0,0,136,0,0,136,13.41064066,137.203698,0.417921712
2017-09-16 20:06:00,0,0,0,136,0,0,136,0,0,136,13.41064066,137.203698,0.417921712
2017-09-16 20:07:00,0,0,0,136,0,0,136,0,0,136,13.41064066,137.203698,0.417921712
2017-09-16 20:08:00,0,0,0,136,0,0,136,0,0,136,13.41064066,137.203698,0.417921712
2017-09-16 20:09:00,0,0,0,136,0,0,136,0,0,136,13.41064066,137.203698,0.417921712
2017-09-16 20:10:00,0,0,0,136,0,0,136,0,0,136,13.41064066,137.203698,0.417921712
2017-09-16 20:11:00,0,0,0,136,0,0,136,0,0,136,13.41064066,137.203698,0.417921712
2017-09-16 20:12:00,0,0,0,136,0,0,136,0,0,136,13.41064066,137.203698,0.417921712
2017-09-16 20:13:00,0,0,0,136,0,0,136,0,0,136,13.41064066,137.203698,0.417921712
2017-09-16 20:14:00,0,0,0,136,0,0,136,0,0,136,13.41064066,137.203698,0.417921712
2017-09-16 20:15:00,0,0,0,136,0,0,136,0,0,136,13.41064066,137.203698,0.417921712
2017-09-16 20:16:00,0,0,0,136,0,0,136,0,0,136,13.10153835,137.151231,0.417761898
2017-09-16 20:17:00,0,0,0,136,0,0,136,0,0,136,13.10153835,137.151231,0.417761898
2017-09-16 20:18:00,0,0,0,136,0,0,136,0,0,136,12.78885722,137.0992414,0.417603538
2017-09-16 20:19:00,0,0,0,136,0,0,136,0,0,136,12.78885722,137.0992414,0.417603538
2017-09-16 20:20:00,0,0,0,136,0,0,136,0,0,136,12.78885722,137.0992414,0.417603538
2017-09-16 20:21:00,0,0,0,136,0,0,136,0,0,136,12.78885722,137.0992414,0.417603538
2017-09-16 20:22:00,0,0,0,136,0,0,136,0,0,136,12.78885722,137.0992414,0.417603538
2017-09-16 20:23:00,0,0,0,136,0,0,136,0,0,136,12.78885722,137.0992414,0.417603538
2017-09-16 20:24:00,0,0,0,136,0,0,136,0,0,136,12.78885722,137.0992414,0.417603538
2017-09-16 20:25:00,0,0,0,136,0,0,136,0,0,136,13.10153835,137.151231,0.417761898
2017-09-16 20:26:00,0,0,0,136,0,0,136,0,0,136,13.10153835,137.151231,0.417761898
2017-09-16 20:27:00,0,0,0,136,0,0,136,0,0,136,13.10153835,137.151231,0.417761898
2017-09-16 20:28:00,0,0,0,136,0,0,136,0,0,136,13.10153835,137.151231,0.417761898
2017-09-16 20:29:00,0,0,0,136,0,0,136,0,0,136,13.10153835,137.151231,0.417761898
2017-09-16 20:30:00,0,0,0,136,0,0,136,0,0,136,13.10153835,137.151231,0.417761898
2017-09-16 20:31:00,0,0,0,136,0,0,136,0,0,136,13.10153835,137.151231,0.417761898
2017-09-16 20:32:00,0,0,0,136,0,0,136,0,0,136,12.78885722,137.0992414,0.417603538
2017-09-16 20:33:00,0,0,0,136,0,0,136,0,0,136,12.78885722,137.0992414,0.417603538
2017-09-16 20:34:00,0,0,0,136,0,0,136,0,0,136,12.78885722,137.0992414,0.417603538
2017-09-16 20:35:00,0,0,0,136,0,0,136,0,0,136,12.78885722,137.0992414,0.417603538
2017-09-16 20:36:00,0,0,0,136,0,0,136,0,0,136,12.4724443,137.0477491,0.417446692
2017-09-16 20:37:00,0,0,0,136,0,0,136,0,0,136,12.4724443,137.0477491,0.417446692
2017-09-16 20:38:00,0,0,0,136,0,0,136,0,0,136,12.4724443,137.0477491,0.417446692
2017-09-16 20:39:00,0,0,0,136,0,0,136,0,0,136,12.4724443,137.0477491,0.417446692
2017-09-16 20:40:00,0,0,0,136,0,0,136,0,0,136,12.4724443,137.0477491,0.417446692
2017-09-16 20:41:00,0,0,0,136,0,0,136,0,0,136,12.4724443,137.0477491,0.417446692
2017-09-16 20:42:00,0,0,0,136,0,0,136,0,0,136,12.4724443,137.0477491,0.417446692
2017-09-16 20:43:00,0,0,0,136,0,0,136,0,0,136,12.4724443,137.0477491,0.417446692
2017-09-16 20:44:00,0,0,0,136,0,0,136,0,0,136,12.4724443,137.0477491,0.417446692
2017-09-16 20:45:00,0,0,0,136,0,0,136,0,0,136,12.78885722,137.0992414,0.417603538
2017-09-16 20:46:00,0,0,0,136,0,0,136,0,0,136,12.78885722,137.0992414,0.417603538
2017-09-16 20:47:00,0,0,0,136,0,0,136,0,0,136,12.78885722,137.0992414,0.417603538
2017-09-16 20:48:00,0,0,0,136,0,0,136,0,0,136,12.4724443,137.0477491,0.417446692
2017-09-16 20:49:00,0,0,0,136,0,0,136,0,0,136,12.4724443,137.0477491,0.417446692
2017-09-16 20:50:00,0,0,0,136,0,0,136,0,0,136,12.4724443,137.0477491,0.417446692
2017-09-16 20:51:00,0,0,0,136,0,0,136,0,0,136,12.15213615,136.9967755,0.417291427
2017-09-16 20:52:00,0,0,0,136,0,0,136,0,0,136,11.8277581,136.9463437,0.417137812
2017-09-16 20:53:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 20:54:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 20:55:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 20:56:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 20:57:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 20:58:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 20:59:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:00:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:01:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:02:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:03:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:04:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:05:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:06:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:07:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:08:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:09:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:10:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:11:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:12:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:13:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:14:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:15:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:16:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:17:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:18:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:19:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:20:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:21:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:22:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:23:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:24:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:25:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:26:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:27:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:28:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:29:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:30:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:31:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:32:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:33:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:34:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:35:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:36:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:37:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:38:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:39:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:40:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:41:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:42:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:43:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:44:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:45:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:46:00,0,0,0,136,0,0,136,0,0,136,18.09871775,138.1256737,0.420730045
2017-09-16 21:47:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:48:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:49:00,0,0,0,136,0,0,136,0,0,136,17.5589362,138.007804,0.420371014
2017-09-16 21:50:00,0,0,0,136,0,0,136,0,0,136,17.5589362,138.007804,0.420371014
2017-09-16 21:51:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:52:00,0,0,0,136,0,0,136,0,0,136,17.82991877,138.0666071,0.420550128
2017-09-16 21:53:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 21:54:00,0,0,0,136,0,0,136,0,0,136,22.32349397,139.1475959,0.423842814
2017-09-16 21:55:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 21:56:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 21:57:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 21:58:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 21:59:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:00:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:01:00,0,0,0,136,0,0,136,0,0,136,22.79587088,139.2724511,0.424223123
2017-09-16 22:02:00,0,0,0,136,0,0,136,0,0,136,22.79587088,139.2724511,0.424223123
2017-09-16 22:03:00,0,0,0,136,0,0,136,0,0,136,22.79587088,139.2724511,0.424223123
2017-09-16 22:04:00,0,0,0,136,0,0,136,0,0,136,22.79587088,139.2724511,0.424223123
2017-09-16 22:05:00,0,0,0,136,0,0,136,0,0,136,22.79587088,139.2724511,0.424223123
2017-09-16 22:06:00,0,0,0,136,0,0,136,0,0,136,22.79587088,139.2724511,0.424223123
2017-09-16 22:07:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:08:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:09:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:10:00,0,0,0,136,0,0,136,0,0,136,22.32349397,139.1475959,0.423842814
2017-09-16 22:11:00,0,0,0,136,0,0,136,0,0,136,22.32349397,139.1475959,0.423842814
2017-09-16 22:12:00,0,0,0,136,0,0,136,0,0,136,22.32349397,139.1475959,0.423842814
2017-09-16 22:13:00,0,0,0,136,0,0,136,0,0,136,22.32349397,139.1475959,0.423842814
2017-09-16 22:14:00,0,0,0,136,0,0,136,0,0,136,22.32349397,139.1475959,0.423842814
2017-09-16 22:15:00,0,0,0,136,0,0,136,0,0,136,22.32349397,139.1475959,0.423842814
2017-09-16 22:16:00,0,0,0,136,0,0,136,0,0,136,22.32349397,139.1475959,0.423842814
2017-09-16 22:17:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:18:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:19:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:20:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:21:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:22:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:23:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:24:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:25:00,0,0,0,136,0,0,136,0,0,136,22.79587088,139.2724511,0.424223123
2017-09-16 22:26:00,0,0,0,136,0,0,136,0,0,136,22.79587088,139.2724511,0.424223123
2017-09-16 22:27:00,0,0,0,136,0,0,136,0,0,136,22.79587088,139.2724511,0.424223123
2017-09-16 22:28:00,0,0,0,136,0,0,136,0,0,136,22.79587088,139.2724511,0.424223123
2017-09-16 22:29:00,0,0,0,136,0,0,136,0,0,136,22.79587088,139.2724511,0.424223123
2017-09-16 22:30:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:31:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:32:00,0,0,0,136,0,0,136,0,0,136,22.08535258,139.0854395,0.423653486
2017-09-16 22:33:00,0,0,0,136,0,0,136,0,0,136,21.8458722,139.0234692,0.423464725
2017-09-16 22:34:00,0,0,0,136,0,0,136,0,0,136,22.08535258,139.0854395,0.423653486
2017-09-16 22:35:00,0,0,0,136,0,0,136,0,0,136,22.08535258,139.0854395,0.423653486
2017-09-16 22:36:00,0,0,0,136,0,0,136,0,0,136,22.08535258,139.0854395,0.423653486
2017-09-16 22:37:00,0,0,0,136,0,0,136,0,0,136,22.32349397,139.1475959,0.423842814
2017-09-16 22:38:00,0,0,0,136,0,0,136,0,0,136,22.32349397,139.1475959,0.423842814
2017-09-16 22:39:00,0,0,0,136,0,0,136,0,0,136,22.32349397,139.1475959,0.423842814
2017-09-16 22:40:00,0,0,0,136,0,0,136,0,0,136,22.32349397,139.1475959,0.423842814
2017-09-16 22:41:00,0,0,0,136,0,0,136,0,0,136,22.32349397,139.1475959,0.423842814
2017-09-16 22:42:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:43:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:44:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:45:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:46:00,0,0,0,136,0,0,136,0,0,136,22.56032439,139.2099344,0.424032697
2017-09-16 22:47:00,0,0,0,136,0,0,136,0,0,136,22.79587088,139.2724511,0.424223123
2017-09-16 22:48:00,0,0,0,136,0,0,136,0,0,136,22.79587088,139.2724511,0.424223123
2017-09-16 22:49:00,0,0,0,136,0,0,136,0,0,136,22.79587088,139.2724511,0.424223123
2017-09-16 22:50:00,0,0,0,136,0,0,136,0,0,136,22.79587088,139.2724511,0.424223123
2017-09-16 22:51:00,0,0,0,136,0,0,136,0,0,136,22.79587088,139.2724511,0.424223123
2017-09-16 22:52:00,0,0,0,136,0,0,136,0,0,136,22.79587088,139.2724511,0.424223123
2017-09-16 22:53:00,0,0,0,136,0,0,136,0,0,136,23.0961853,139.3529011,0.424468173
2017-09-16 22:54:00,0,0,0,136,0,0,136,0,0,136,23.0961853,139.3529011,0.424468173
2017-09-16 22:55:00,0,0,0,136,0,0,136,0,0,136,23.0961853,139.3529011,0.424468173
2017-09-16 22:56:00,0,0,0,136,0,0,136,0,0,136,23.0961853,139.3529011,0.424468173
2017-09-16 22:57:00,0,0,0,136,0,0,136,0,0,136,23.0961853,139.3529011,0.424468173
2017-09-16 22:58:00,0,0,0,136,0,0,136,0,0,136,22.8637329,139.2905577,0.424278275
2017-09-16 22:59:00,0,0,0,136,0,0,136,0,0,136,22.8637329,139.2905577,0.424278275
2017-09-16 23:00:00,0,0,0,136,0,0,136,0,0,136,22.8637329,139.2905577,0.424278275
2017-09-16 23:01:00,0,0,0,136,0,0,136,0,0,136,22.8637329,139.2905577,0.424278275
2017-09-16 23:02:00,0,0,0,136,0,0,136,0,0,136,22.8637329,139.2905577,0.424278275
2017-09-16 23:03:00,0,0,0,136,0,0,136,0,0,136,22.8637329,139.2905577,0.424278275
2017-09-16 23:04:00,0,0,0,136,0,0,136,0,0,136,22.8637329,139.2905577,0.424278275
2017-09-16 23:05:00,0,0,0,136,0,0,136,0,0,136,23.0961853,139.3529011,0.424468173
2017-09-16 23:06:00,0,0,0,136,0,0,136,0,0,136,23.0961853,139.3529011,0.424468173
2017-09-16 23:07:00,0,0,0,136,0,0,136,0,0,136,23.0961853,139.3529011,0.424468173
2017-09-16 23:08:00,0,0,0,136,0,0,136,0,0,136,23.0961853,139.3529011,0.424468173
2017-09-16 23:09:00,0,0,0,136,0,0,136,0,0,136,23.0961853,139.3529011,0.424468173
2017-09-16 23:10:00,0,0,0,136,0,0,136,0,0,136,23.0961853,139.3529011,0.424468173
2017-09-16 23:11:00,0,0,0,136,0,0,136,0,0,136,23.32745797,139.4154207,0.424658607
2017-09-16 23:12:00,0,0,0,136,0,0,136,0,0,136,23.32745797,139.4154207,0.424658607
2017-09-16 23:13:00,0,0,0,136,0,0,136,0,0,136,23.32745797,139.4154207,0.424658607
2017-09-16 23:14:00,0,0,0,136,0,0,136,0,0,136,23.32745797,139.4154207,0.424658607
2017-09-16 23:15:00,0,0,0,136,0,0,136,0,0,136,23.32745797,139.4154207,0.424658607
2017-09-16 23:16:00,0,0,0,136,0,0,136,0,0,136,23.55757301,139.4781129,0.424849567
2017-09-16 23:17:00,0,0,0,136,0,0,136,0,0,136,23.55757301,139.4781129,0.424849567
2017-09-16 23:18:00,0,0,0,136,0,0,136,0,0,136,23.55757301,139.4781129,0.424849567
2017-09-16 23:19:00,0,0,0,136,0,0,136,0,0,136,23.55757301,139.4781129,0.424849567
2017-09-16 23:20:00,0,0,0,136,0,0,136,0,0,136,23.55757301,139.4781129,0.424849567
2017-09-16 23:21:00,0,0,0,136,0,0,136,0,0,136,23.55757301,139.4781129,0.424849567
2017-09-16 23:22:00,0,0,0,136,0,0,136,0,0,136,23.55757301,139.4781129,0.424849567
2017-09-16 23:23:00,0,0,0,136,0,0,136,0,0,136,23.55757301,139.4781129,0.424849567
2017-09-16 23:24:00,0,0,0,136,0,0,136,0,0,136,23.55757301,139.4781129,0.424849567
2017-09-16 23:25:00,0,0,0,136,0,0,136,0,0,136,23.55757301,139.4781129,0.424849567
2017-09-16 23:26:00,0,0,0,136,0,0,136,0,0,136,23.78655185,139.5409741,0.425041042
2017-09-16 23:27:00,0,0,0,136,0,0,136,0,0,136,23.55757301,139.4781129,0.424849567
2017-09-16 23:28:00,0,0,0,136,0,0,136,0,0,136,23.78655185,139.5409741,0.425041042
2017-09-16 23:29:00,0,0,0,136,0,0,136,0,0,136,23.78655185,139.5409741,0.425041042
2017-09-16 23:30:00,0,0,0,136,0,0,136,0,0,136,23.78655185,139.5409741,0.425041042
2017-09-16 23:31:00,0,0,0,136,0,0,136,0,0,136,23.78655185,139.5409741,0.425041042
2017-09-16 23:32:00,0,0,0,136,0,0,136,0,0,136,23.78655185,139.5409741,0.425041042
2017-09-16 23:33:00,0,0,0,136,0,0,136,0,0,136,23.78655185,139.5409741,0.425041042
2017-09-16 23:34:00,0,0,0,136,0,0,136,0,0,136,23.78655185,139.5409741,0.425041042
2017-09-16 23:35:00,0,0,0,136,0,0,136,0,0,136,23.78655185,139.5409741,0.425041042
2017-09-16 23:36:00,0,0,0,136,0,0,136,0,0,136,23.78655185,139.5409741,0.425041042
2017-09-16 23:37:00,0,0,0,136,0,0,136,0,0,136,23.78655185,139.5409741,0.425041042
2017-09-16 23:38:00,0,0,0,136,0,0,136,0,0,136,23.78655185,139.5409741,0.425041042
2017-09-16 23:39:00,0,0,0,136,0,0,136,0,0,136,23.78655185,139.5409741,0.425041042
2017-09-16 23:40:00,0,0,0,136,0,0,136,0,0,136,23.78655185,139.5409741,0.425041042
2017-09-16 23:41:00,0,0,0,136,0,0,136,0,0,136,24.01441523,139.6040012,0.425233022
2017-09-16 23:42:00,0,0,0,136,0,0,136,0,0,136,24.01441523,139.6040012,0.425233022
2017-09-16 23:43:00,0,0,0,136,0,0,136,0,0,136,24.01441523,139.6040012,0.425233022
2017-09-16 23:44:00,0,0,0,136,0,0,136,0,0,136,24.01441523,139.6040012,0.425233022
2017-09-16 23:45:00,0,0,0,136,0,0,136,0,0,136,24.01441523,139.6040012,0.425233022
2017-09-16 23:46:00,0,0,0,136,0,0,136,0,0,136,24.01441523,139.6040012,0.425233022
2017-09-16 23:47:00,0,0,0,136,0,0,136,0,0,136,24.01441523,139.6040012,0.425233022
2017-09-16 23:48:00,0,0,0,136,0,0,136,0,0,136,24.01441523,139.6040012,0.425233022
